WORD	GENDER	LEMMA SYNONYM	INFLECTION	WORD CLASS	BASIC WORD	TRANSLATION NUMBER	RESTRICTION	SCIENTIFIC NAME	SAAMI	SAAMI TRANSLATION CASE OR FORM	WORD CLASS	EXPLANATION	TRANS SYNON1	TRANS SYNON2	TRANS SYNON3	TRANS SYNON4	TRANS SYNON5	TRANS SYNON6	SPANISH_EX_1	SAAMI_EX_1	SPANISH_EX_2	SAAMI_EX_2	SPANISH_EX_3	SAAMI_EX_3	SPANISH_EX_4	SAAMI_EX_4	SPANISH_EX_5	SAAMI_EX_5	SPANISH_EX_6	SAAMI_EX_6	SPANISH_EX_7	SAAMI_EX_7
correr			2a	V		3	Los líquidos		golgat		V	IV							El agua corre.	Čáhci golgá.												
correr			2a	V		4	Figuratiiva		vássit		V	IV							El tiempo corre.	Áigi vássá.												
correr			3a	V		5	Figuratiiva		gollat		V	IV							El tiempo corre.	Áigi gollá.												
correrse			2a	V		6			čáhkket		V	Prnl, IV							¿Te puedes correr a la derecha para que me siente?	Sáhtát go don čáhkket saji olgešguvlui, vai mun beasan čohkkedastit?												
correrse			2a	V		7	Figuratiiva		orgásmma oažžut		VLc	Prnl, IV																				
dejar correr			1a	VLc		1			golggahit		V	TV							dejar correr el agua	golggahit čázi												
salir corriendo			3r	VLc		1			mannat viega		VLc	IV																				
corresponder			2a	V		1			máhcahit		VLc	IV							Pedro le hizo un regalo y María le correspondió con un beso.	Pedro attii Mariai attáldaga ja María máhcahii cummáin.												
corresponder			2a	V		2			Usar: Verbo + ruovttoluotta		VLc	IV							Pedro le hizo un regalo y María le correspondió con un beso.	Pedro attii Mariai attáldaga ja María cummestii ruovttoluotta.												
corresponder			2a	V		3			soahpat		V	IV							Esta mesa corresponde al comedor.	Dát beavdi soahpá boradanlatnjii.												
corresponder			2a	V		4			heivet		V	IV, Imp, 3per							Corresponde agradecer el favor.	Dat heive giitit bálvalusa.												
corresponderse			2a	V		5			dovddahit dovddu nuppi olbmui		Pfs	Prnl, RecV							Pedro y María se corresponden.	Pedro ja María ráhkisteaba goabbat guoimmiska.												
correspondiente	M/F			A		1			vástideaddji		A																					
corriente	M/F			A		1			golgi		A								agua corriente	golgi čáhci												
corriente	M/F			A		2			borši		A																					
corriente	M/F			A		3	Común		beaivválaš		A																					
corriente	M/F			A		4	Común		dábálaš		A																					
corriente	F			N		1			rávdnji		N																					
corriente	F			N		2			virdi		N																					
corriente	F			N		3	Eléctrica		elrávdnji		N																					
corriente	F			N		4	De agua		čázádat		N																					
corriente	F			N		5	Marina		rávdnji		N																					
corriente	F			N		6	Marina		gearahat		N																					
corriente	F			N		7	Marina		siiggát		N																					
corriente	F			N		8	De aire		jiella		N																					
corriente	F			N		9	De aire		jiellu		N																					
corriente	F			N		10	De aire		bosanas		N																					
corrupción	F			N		1			korrupšuvdna		N																					
corta	F			N		1	De árboles		muorračuohpahat		N																					
corta	F			N		2	De árboles		njáskkahat		N																					
hacer la corta			2s	VLc		1	De árboles, talar		njeaidit muoraid		VLc	TV																				
hacer la corta			2s	VLc		2	De árboles, talar		čuohppat		VLc	TV																				
hacer la corta			2s	VLc		3	De árboles, talar		muorahuhttit		VLc	TV																				
cortar			1a	V		1			čuohppat		V	TV							cortar el pan	čuohppat láibbi												
cortar			1a	V		2			oanidit		V	TV							cortar el pelo	oanidit vuovttaid	cortar un texto	oanidit čálusteavstta										
cortar			1a	V		3			beaskidit		V	TV																				
cortar			1a	V		4			juohkit		V	TV							cortar por la mitad	juohkit gasku	Lo he cortado por la mitad.	Dan lean juohkán gasku.										
cortar			1a	V		5	En la matanza, o la carne fresca		rihttet		V	TV							cortar la carne en tres porciones	rihttet golmma oassái												
cortar			1a	V		6	La res, en el matadero		ruvjet		V	TV																				
cortar			1a	V		7	Cruzarse		rasttidit		V	TV							La carretera corta la llanura.	Geaidnu rasttida guolbana.												
cortar			1a	V		8	Cruzarse		rastet		V	TV																				
cortar			1a	V		9	La flecha, etc.		šuvihit		V	TV							La flecha corta el aire.	Njuolla šuviha áimmus.												
cortar			1a	V		10	La flecha, etc.		skuvihit		V	TV																				
cortar			1a	V		11			njulget		V	TV							Cortas camino yendo por Tromsø.	Don njulget Romssa bokte.												
cortar			1a	V		12	Conduciendo		vuodjit njuolga		VLc	TV																				
cortar			1a	V		13			giddet		V	TV							cortar el agua	giddet čázi												
cortar			1a	V		14			bissehit		V	TV							cortar el tráfico	bissehit johtolaga												
cortar			1a	V		15	Interrumpir, parar		botket		V	TV																				
cortar			1a	V		16	Un discurso, una conferencia, etc.		orustahttit		V	TV, Saam: + ActLoc							Voy a cortar aquí.	Mun orustahtán hállamis dáppe.												
cortar			1a	V		17	Un discurso, una conferencia, etc.		bisánastit		V	TV, Saam: + ActLoc																				
cortarse			1a	V		18			čuohpadit		V	Prnl, ReflV							Se cortó con un cuchillo.	Son čuohpadii niibbiin.												
cortarse			1a	V		19			nájadit		V	Prnl, ReflV																				
cortarse			1a	V		20			čuohppat iežas		VLc	Prnl, ReflV							cortarse las uñas	čuohppat iežas gaccaid												
cortarse			1a	V		21			nádjat iežas		VLc	Prnl, ReflV																				
cortés	M/F			A		1			buorremenolaš		A																					
cortesía	F			N		1			buorremenolašvuohta		N																					
corto	M,F			A		1	Longitud		oanehaš		A																					
corto	M,F			A		2	Longitud		oatni		A																					
corto	M,F			A		3	Breve		hohppil		A																					
corto	M,F			A		4	Breve		bisttuheapme		A																					
cosa	F			N		1			dávvir		N								El desván está lleno de cosas.	Lokta lea dievvan dávviriiguin.												
cosa	F			N		2			ášši		N								Es una cosa que debemos tener en cuenta.	Dát lea ášši, maid mii fertet váldit vuhtii.	una cosa curiosa	imašlaš ášši	una cosa curiosa	ártegis ášši								
cosecha	F			N		1			šaddu		N																					
cosecha	F			N		2	Viidna		viidnamuorješaddu		N								Este vino es de la cosecha del 92.	Dát viidna boahtá 92 viidnamuorješattus.												
cosecha	F			N		3	Viidna		jahkodat		N								Este vino es de la cosecha del 92.	Dát viidna boahtá 92 jahkodagas.												
cosecha	F			N		4	Época, temporada		šaddoáigi		N								Por la cosecha vienen muchos temporeros.	Ollu jahkodatbargit bohtet šaddoáiggi.												
cosecha	F			N		5	Época, temporada		rádjanáigi		N																					
cosecha	F			N		6			šaddobargu		N								Trabajamos en la cosecha.	Mii bargat šaddobarggus.												
cosecha	F			N		7	Figuratiiva		barggu buvtta		Pfs								Esa acción le trajo una cosecha de disgustos.	Dát dahku buvttii sutnje váivviid.	En este curso tendremos una buena cosecha de tesis doctorales.	Dán gurssa olis mii sáhtášeimmet buvttadit ollu buriid nákkosgirjebargguid.										
cosecha	F			N		8	Figuratiiva		barggu dahku		Pfs																					
coser			2a	V		1			goarrut		V	TV, IV																				
costa	F			N		1			mearragáddi		N																					
costa	F			N		2			riddu		N																					
costar			1m	V		1			máksit		V	IV							Cuesta mucho dinero.	Dat máksá olu ruđa.												
costar			1m	V		2			gártat lossadit		VLc	IV, + Inf							Cuesta hacer una hora de ejercicio diario.	Hárjehallat diimmu juohke beaivvi gártá lossadit.												
costar caro			1m	VLc		1			divrudit		V	IV																				
costar caro			1m	VLc		2			šaddat divrrasin		VLc	IV																				
cueste lo que cueste				Lc		1			máksos maid mávssaš		VLc	IV																				
coste	M			N		1			gollu		N																					
coste	M			N		2			máksámuš		N																					
costo	M			N		1			gollu		N																					
costo	M			N		2			máksámuš		N																					
costumbre	F			N		1			vierru		N																					
como de costumbre				AdvLc		1			dego dábálaččat		AdvLc																					
cota	F			N		1	Geografía		allodatsodjosárggis		N																					
cotidiano	M,F			A		1			beaivválaš		A								la vida cotidiana	beaivválaš eallin												
crear			1a	V		1			hábmet		V	TV							crear un poema	hábmet divtta												
crear			1a	V		2			hutkat		V	TV																				
crear			1a	V		3			ásahit		V	TV							crear un nuevo oficio	ásahit ođđa virggi												
crear			1a	V		4			vuođđudit		V	TV							crear una empresa	vuođđudit fitnodaga												
crear			1a	V		5			álggahit		V	TV							crear un género literario	álggahit girjjálašvuođa oahpahaga												
crear			1a	V		6			nammadit		V	TV							El gobierno decidió crear una secretaría de estado de deportes.	Ráđđehus mearridii nammadit valáštallan čállingotti.												
crecer			2d	V		1			šaddat		V	IV							Esa planta no crece aquí.	Dát rássi ii šatta dás.												
crecer			2d	V		2	Desarrollarse		bajásšaddat		V	IV																				
crecer			2d	V		3			bohciidit		V	IV																				
crecer			2d	V		4			badjánit		V	IV							Ha crecido el nivel de ingresos de los trabajadores.	Bargiid sisaboađu dássi lea badjánan.												
crecer			2d	V		5			lassánit		V	IV																				
crecer			2d	V		6	El nivel de agua, el río, etc.		dulvat		V	IV																				
crecer			2d	V		7	El nivel de agua, el río, etc.		ahcit		V	IV																				
crecer			2d	V		8	El nivel de agua, el río, etc.		báddat		V	IV																				
crecerse			2d	V		8	Figuratiiva		garradahttit iežas gáržžádusas		Pfs	IV							Las personas se crecen con las dificultades.	Mađi garrasat lea dálki, dađi garrasat lea almmái.												
crecerse			2d	V		9	Figuratiiva		gievrudahttit iežas		Pfs	IV																				
crecerse			2d	V		10	Figuratiiva		lášmmuiduvvat		V	IV							Nos crecemos con las dificultades.	Mii lášmmuiduvvat váttisvuođain.												
crecerse			2d	V		11	Figuratiiva		čuožžilat dolain		Pfs	IV							Nos crecemos con las dificultades.	Mii čuožžilat dolain.												
creer			2e	V		1	Tener fe o confianza		oskut		V	TV							creer en Dios	oskut Ipmilii												
creer			2e	V		2	Pensar, suponer		jáhkkit		V	TV							No creo que venga.	In jáhke ahte son boahtá.	Creo que está aquí.	Mun jáhkán, ahte son lea dás.	Creo en ello.	Mun jáhkán dasa.								
creer			2e	V		3	Pensar, suponer		gáddit		V	TV																				
creer			2e	V		4			oskkildit		V	TV, WObjPron							No te creo.	In oskkil dutnje.												
creer			2e	V		5			jáhkkit		V	TV, WObjPron							No te creo.	In jáhke dutnje.												
creerse			2e	V		6			gáddit		V	Prnl, UseTV							No me creo lo que cuentas.	In gátte, ahte du muitalus lea duohta.												
creerse			2e	V		7			navdit		V	Prnl, UseTV																				
crema	F			N		1	De la leche		lákca		N																					
crema	F			N		2	De la leche		gahpa		N																					
crema	F			N		3	Para la piel, dientes, etc.		gealas		N								crema dental	bátnegealas												
crema	F			N		4	Para la piel, dientes, etc.		krema		N																					
crema	F			N		5	Para la piel, dientes, etc.		vuoiddas		N								crema solar	beaivvášvuoiddas												
crema	F			N		6	Para la piel, dientes, etc.		vanus		N								crema dental	bátnevanus												
crema	F			N		7	Figuratiiva, Servodat / Sociedad		njunnošat		N	Collc, Saam: Pl																				
crema de afeitar	F			NLc		1			skávžásokta		N																					
crimen	M			N		1			rihkkun		N								crimen contra la humanidad	olmmošvuođa rihkkun												
crimen	M			N		2			rihkus		N																					
crimen de guerra	M			NLc		1			soahterihkkun		N																					
lugar del crimen	M			NLc		1			rihkkunsadji		N																					
criminalidad	F			N		1			kriminalitehta		N																					
criminalidad	F			N		2			rihkolašvuohta		N																					
cristal	M			N		1			krystálla		N																					
cristal	M			N		2			giđđolássa		N																					
crítica	F			N		1			kritihkka		N								La crítica es muy fácil, pero el arte es difícil.	Kritihkka lea álki, muhto dáidda lea váttis.												
crítica	F			N		2			láittus		N																					
crítica	F			N		3			árvvoštallan		N								La crítica histórica ha corregido muchos errores.	Historjjálaš árvvoštallan lea njulgen olu boasttudaguid.												
crítica	F			N		4	Negativa		láitin		N								Recibió tantas críticas que se deprimió.	Son oaččui nu ollu láitimiid ahte son šlunddui.												
crítica	F			N		5	Negativa		moaitin		N																					
crítica	F			N		6	Ataque personal		soaibman		N								La critica le dolió personalmente, y no iba dirigida al asunto.	Soaibman guoskkai su váibmui, iige áššái.												
crítica	F			N		7	Ataque personal		vealahanláitin		N																					
criticar			1g	V		1			kritiseret		V	TV																				
criticar			1g	V		2			árvvoštallat		V	TV																				
criticar			1g	V		3			cuoigut		V	TV																				
criticar			1g	V		4			cuiggodit		V	TV																				
criticar			1g	V		5	Un asunto, negativamente		láitit		V	TV																				
criticar			1g	V		6	Un asunto, negativamente		moaitit		V	TV																				
criticar			1g	V		7	Atacando a la persona		soaibmat		V	TV																				
criticar			1g	V		8	Atacando a la persona		vealahit		V	TV																				
criticar			1g	V		9	Atacando a la persona		cielahit		V	TV																				
cruel	M/F			A		1	La persona, la acción		julbmi		A																					
cruel	M/F			A		2	La persona		olmmošmeahttun		A																					
cruel	M/F			A		3	La persona		sieloheapmi		A																					
cruel	M/F			A		4	El suceso, la acción, el hecho, la situación		garas		A								dolores crueles	garra bákčasat												
cruel	M/F			A		5	El suceso, la acción, el hecho, la situación		gierdameahttun		A										dolores crueles	gierdameahttumis bákčasat										
cruel	M/F			A		6	El frío		ruosti		A								un frío cruel	ruosti buolaš												
cruel	M/F			A		7	El frío		gáski		A																					
cruel	M/F			A		8	El frío		garas		A																					
cruzar			1f	V		1			rasttidit		V	TV							La calle cruza el río por varios puentes.	Gáhta rasttida joga máŋga šaldi.												
cruzar			1f	V		2	Los brazos		roahkuhit		V	TV							cruzar los brazos	roahkuhit gieđaid												
cruzar			1f	V		3	Las piernas		bidjat russolassii		VLc	TV							cruzar las piernas	bidjat julggiid russolassii												
cruzar			1f	V		4	Los brazos, las piernas		bidjat ristii		VLc	TV																				
cruzar			1f	V		5	Un cheque		čállit		V	TV							cruzar un cheque	čállit šeahka												
cruzarse			1f	V		6			deaivvadit		V	Prnl, IV, + con							Cuando volví a casa me crucé con el vigilante nocturno.	Go máhccen vissui, de deaivvadin idjavávttain.												
